,is_iceberg,not_iceberg,id,inc_angle,min1,max1,std1,med1,mean1,laplace1,sobel0_1,sobel1_1,kurtosis1,skewness1,min2,max2,std2,med2,mean2,laplace2,sobel0_2,sobel1_2,kurtosis2,skewness2
264,0,1,c1bf693f,43.2286,-23.536413,8.156045,3.5160646514640757,-13.841596,-13.602747769066669,26.806249618530273,115.52410125732422,122.03053283691406,7.755034761907531,1.8488012552261353,-36.046936,-0.12118699999999999,3.8588130435856476,-25.027328,-24.555401989333333,30.524538040161133,119.09446716308594,106.52351379394531,10.279617627001947,2.498805046081543
265,0,1,4ae3bbc4,38.2732,-37.501003,-4.339857,2.8919193872620355,-26.617174,-26.518067860799995,30.38397979736328,91.689208984375,107.3936538696289,4.57992395436216,0.5870358943939209,-37.502388,-16.099327,2.14417298174293,-28.712397,-28.774747512355557,29.009700775146484,82.8962173461914,79.64894104003906,1.0329426531946337,-0.23863600194454193
266,1,0,df643161,45.2859,-34.15427,-4.25103,2.364025196514727,-23.854935,-23.806117273955554,33.24748992919922,91.74463653564453,83.7376708984375,5.717275296936341,0.6735742092132568,-35.898598,-17.835472,2.1144543224576084,-25.154964,-25.29720468533333,32.917877197265625,86.7125473022461,70.74909210205078,0.45058724417118556,-0.40718039870262146
267,1,0,249dac4a,42.5591,-34.411366,-9.131592,2.411089234969581,-23.873245,-23.83718166915556,27.111103057861328,88.7815933227539,86.37006378173828,2.8922919295724174,0.3617541790008545,-39.675549,-20.59079,2.184301420337277,-29.217188,-29.207951327822222,36.0018196105957,91.84335327148438,74.40809631347656,0.6964764148334952,-0.4069037139415741
268,1,0,b237b4fd,45.2714,-34.161407,-4.994106,2.2541458414031283,-24.105989,-24.205619795911108,34.943912506103516,98.76387786865234,78.40826416015625,4.526500552342334,0.2361215353012085,-35.904026,-19.425318,2.128523406412322,-25.160004,-25.27288357902222,33.046329498291016,92.64109802246094,72.41703033447266,0.604538314759012,-0.5443727374076843
269,1,0,d5eb62bf,40.699,-33.057804,1.45097,3.0435422391124467,-21.715492,-21.592715155022223,40.38151550292969,97.23918151855469,103.44731140136719,8.641919753277508,1.7075695991516113,-35.340763,-9.948381,2.419300098274119,-25.511751,-25.57020608515555,37.390018463134766,80.18187713623047,80.6923599243164,2.9450621767918497,0.4486398696899414
270,0,1,f646fdee,34.0467,-28.788202,8.767719,2.9019515809736203,-17.03673,-16.981031784533332,26.469005584716797,97.51654815673828,108.6068344116211,12.220064300167472,1.9256994724273682,-36.024235,-2.3803739999999998,2.9833281643658993,-24.899738,-24.895292152355555,33.822242736816406,100.2864761352539,94.95342254638672,13.609248548975145,2.3831288814544678
271,1,0,9de164df,45.2858,-32.085804,-4.877294,2.4534973896226164,-22.339497,-22.48818514222222,30.950044631958008,87.72855377197266,96.98887634277344,3.349218524396157,0.38790878653526306,-38.105858,-19.889896,2.1015369622302362,-26.37981,-26.459958892444444,32.34809112548828,86.27246856689453,72.24111938476562,0.43391001908910276,-0.3234638273715973
272,0,1,61939c43,37.3624,-25.85078,11.771509,3.3254522387499477,-13.00386,-12.887524766755554,28.56260871887207,127.15615844726562,113.25801849365234,12.001430245280163,2.1663758754730225,-35.675438,0.39346000000000003,3.1294686602455384,-23.853102,-23.624948385066663,27.689624786376953,116.87920379638672,94.62779998779297,12.453056418365364,2.297177314758301
273,0,1,779308ce,34.9664,-28.714478,1.530708,2.3250427537056897,-17.05653,-17.100398324444445,26.12540626525879,91.07403564453125,95.15029907226562,7.515460717628976,0.8343464136123657,-36.861977,-19.043724,2.0953355672705136,-24.585503,-24.863439860800003,31.668766021728516,83.15535736083984,76.11763000488281,0.6174686086508596,-0.5522474646568298
274,1,0,a1766f00,41.8664,-33.011497,3.8125169999999997,2.902726863226788,-21.311924,-21.233232481777776,32.85639572143555,96.94911193847656,101.2475814819336,10.605514083366264,1.6523503065109253,-33.70948,-14.463664,2.2279207868065187,-25.18919,-25.333672501688884,30.485300064086914,92.51886749267578,74.75961303710938,1.2998893972239376,0.03178751468658447
275,1,0,24d42321,38.4591,-37.497986,-6.132305,2.668748410628965,-26.307516,-26.237454398933334,35.70271301269531,85.56966400146484,92.59537506103516,4.199325110217584,0.5624490976333618,-38.657486,-16.969534,2.132936042413516,-29.111712,-29.03101490382222,34.676536560058594,74.10063171386719,75.36624145507812,1.185079792950174,-0.07559512555599213
276,1,0,e0323d3d,31.3431,-26.269794,2.440761,2.3341233130081545,-16.545046,-16.614515073244444,23.497663497924805,85.79378509521484,81.97273254394531,4.29891993185302,0.3706880807876587,-34.782806,-17.682039,2.112744182400555,-23.701506,-23.875371451555555,31.077550888061523,90.45458984375,68.52754211425781,0.5389337886793424,-0.44217267632484436
277,0,1,925aeb50,43.7878,-30.506599,-5.343888,2.3600880375061,-21.489868,-21.607024009422222,26.476518630981445,85.74684143066406,94.5826416015625,4.362514159439708,0.4162892997264862,-41.134575,-15.934075,2.271817403832939,-29.540422,-29.831950665955556,32.165714263916016,92.6708755493164,84.4273910522461,1.979772546336898,-0.04219489172101021
278,0,1,1b4308b4,0.0,-30.53471,-6.664298,2.297294962458925,-19.249401,-19.404616129955556,25.07267189025879,83.20616912841797,94.97142028808594,1.7769413115168948,-0.02645196206867695,-37.577522,-19.651493,2.1382382049790563,-28.032825,-28.05714689031111,27.953271865844727,90.83517456054688,74.574462890625,0.561780565139185,-0.4309206008911133
279,1,0,b6085e43,37.254,-33.398468,-5.548947,2.5218123743898606,-23.858063,-23.96548245671111,26.63096046447754,93.80006408691406,84.27496337890625,5.085228007564325,0.7162694334983826,-35.680946,-17.949234,2.1176410417250446,-25.853224,-26.110427654577776,25.92608070373535,90.0050048828125,74.32223510742188,0.3331884929170781,-0.3866235613822937
280,0,1,26d5cd61,38.7507,-38.635040000000004,-8.651578,2.4561920217154736,-27.578314,-27.571757339022227,32.62400817871094,89.49986267089844,86.74996185302734,3.190200425933332,0.2379017174243927,-43.496193,-18.272966,2.1977220686104215,-29.09374,-29.142867408711112,35.1564826965332,87.19747924804688,80.13518524169922,1.0803809889649543,-0.3841424584388733
281,1,0,79c2a876,41.8808,-34.446617,-8.788062,2.3265517629720485,-26.025276,-26.084243360533332,30.93126106262207,92.01521301269531,75.70722961425781,4.66988036447304,0.5505273342132568,-38.373455,-20.953123,2.139352893229617,-26.973866,-27.064524120177772,33.18867492675781,91.30524444580078,71.38697814941406,0.5941775269178775,-0.4520818591117859
282,1,0,9d128f64,39.9638,-31.88184,8.806304,3.841025825216213,-18.627403,-18.21823766151111,37.50672912597656,94.8484878540039,113.9749526977539,8.033339818823334,2.0723509788513184,-39.840744,-8.323195,3.255136258226408,-26.462049,-26.210164176000003,43.94428634643555,93.7752456665039,106.2615966796875,5.263509603957001,1.5131300687789917
283,0,1,84e0d5b9,41.9264,-24.15365,9.925592,2.6409664038917358,-12.870513,-12.844194992355558,25.23986053466797,91.79019165039062,94.98529052734375,9.918445089642724,1.4926278591156006,-33.696457,0.623037,3.065220504385148,-23.460365,-23.39898121191111,29.11603546142578,96.93183135986328,109.51582336425781,12.30021511848805,2.1736223697662354
284,0,1,5c65b4d1,33.1988,-29.245642,12.55498,4.504563533928943,-19.070995,-18.504607211555555,29.454647064208984,138.3424072265625,142.38876342773438,13.659588149901278,3.0320138931274414,-39.195045,1.5670060000000001,3.5296823754439757,-24.275637,-24.074299244444443,32.13633728027344,131.19381713867188,109.75460815429688,14.1473408632874,2.7737793922424316
285,1,0,4b5201f0,39.6535,-30.821804,3.68213,2.7739855376448657,-20.163172,-20.12270350577778,28.47658920288086,87.2217025756836,102.22736358642578,11.169158933573037,1.798648476600647,-38.53072,-13.086147,2.2520566022912076,-26.487148,-26.47955984764445,29.316930770874023,82.92610168457031,86.23546600341797,2.0873122719698536,0.06438703835010529
286,0,1,94913c6b,0.0,-27.327976,-1.496776,2.235571860025819,-15.929389,-15.998456971200001,22.786151885986328,83.86511993408203,91.77755737304688,2.360221981295105,0.08358731865882874,-33.991104,-15.684711,2.1339978663747203,-24.449844,-24.580239537244445,30.84525489807129,91.98605346679688,66.55123901367188,0.6684878501424949,-0.34579193592071533
287,0,1,51af2ec6,36.4447,-34.238163,-6.107893,2.2102925169268306,-24.22831,-24.396577648,35.30540466308594,84.26598358154297,73.34365844726562,5.499674963744761,0.47722792625427246,-34.239822,-8.895262,2.185023440415315,-24.6968,-24.837246869333338,37.599632263183594,93.39757537841797,76.16429901123047,2.2766548099025634,-0.04176545515656471
288,0,1,c86a6ff2,39.6438,-27.177067,11.717306,3.1139860741215557,-14.808330999999999,-14.691495520888887,28.175277709960938,110.37855529785156,108.84602355957031,12.16427048691803,2.1392805576324463,-36.392826,-7.276838,2.6318175355258813,-24.845814,-24.78867923022222,29.034706115722656,99.33180236816406,94.88471221923828,5.61746659122741,1.0248594284057617
289,0,1,1bd0680c,40.2467,-27.792852,22.313999,3.807690762982351,-16.215786,-15.875326478577778,43.451805114746094,124.65339660644531,128.005859375,19.555700094452185,3.0790507793426514,-34.569378,0.26623199999999997,3.4129564756251027,-25.02433,-24.633597603377783,34.11308670043945,113.17282104492188,95.96068572998047,14.006049319805836,2.6977784633636475
290,0,1,d6c28aaf,34.9642,-22.698439,12.671892,2.837793945941293,-11.766156,-11.767760626311109,26.73687744140625,104.6792221069336,103.53194427490234,11.359431187878817,1.7714091539382935,-35.956028,3.598231,3.5377371426336306,-23.088047,-22.805969932622226,32.594661712646484,119.83448791503906,104.4529800415039,10.688543021881234,2.2924280166625977
291,1,0,6e9b3b19,39.2166,-32.568275,2.8056200000000002,4.099623825184043,-20.685217,-20.435975720355557,35.89995574951172,99.00691223144531,101.82027435302734,2.8328823916999823,0.9536895155906677,-37.429691,-11.912986,2.676328781007032,-27.192459,-27.11540715448889,36.724609375,89.00592041015625,90.39140319824219,2.506975693787801,0.6318503022193909
292,1,0,a996191d,37.2175,-24.828016,-3.099574,2.3366462338697747,-15.118898,-15.219343609066668,23.24696159362793,90.36078643798828,98.78652954101562,1.04410253877169,-0.2312331348657608,-34.126999,-19.723438,2.1509653724939124,-25.603199,-25.65793306168889,24.684890747070312,94.46391296386719,80.8664321899414,0.2906639320601978,-0.4814704656600952
293,1,0,22b5520d,34.4721,-33.708931,8.962786,4.508178425859443,-24.389458,-23.622190419733332,47.12998962402344,115.50599670410156,120.49771881103516,13.41205979283172,3.040506362915039,-36.904751,-12.941021,2.3732648076800853,-26.159842,-26.25778958417778,41.84716796875,86.31813049316406,75.39328002929688,2.830242783406611,0.3402065634727478
294,0,1,5c3315e9,42.4078,-37.184921,-4.851928,2.5344488217332057,-26.948788,-27.017730409955554,34.8671760559082,93.27195739746094,82.31494903564453,9.132191189428575,1.1908003091812134,-39.684811,-15.248533,2.26233749373821,-28.398544,-28.450062059555556,36.63024139404297,89.50899505615234,75.82667541503906,1.4039373714806782,-0.16517750918865204
295,0,1,6a182742,31.3685,-29.548054,0.593028,2.6078250954924314,-16.568811,-16.561246791644447,23.527000427246094,93.30570983886719,104.31196594238281,1.845959829247331,0.19023549556732178,-36.394833,-15.106112,2.1169907885848485,-24.141977,-24.360979070400003,30.074243545532227,92.95011901855469,67.80156707763672,0.6402412702282678,-0.3662859797477722
296,0,1,56029b57,33.9214,-27.053965,15.626826,3.442780689768719,-14.416709,-14.285602936355557,33.35633850097656,112.66561889648438,133.39755249023438,12.705604022851746,2.2328410148620605,-33.721030999999996,1.921131,3.4026661066505897,-23.741158,-23.429624670933332,35.87847900390625,106.31563568115234,99.03014373779297,14.407690495257736,2.7987961769104004
297,0,1,d1bf920a,40.248,-37.369427,-0.103762,2.5805531395753123,-27.471903,-27.452408270933333,35.39349365234375,89.5119857788086,95.21673583984375,18.232949661117722,1.9249539375305176,-37.368851,-10.521766,2.2068115019091423,-27.471272,-27.451571783644447,32.61570739746094,84.50038146972656,77.94087982177734,3.515138000206771,0.14260119199752808
298,1,0,10ceaa35,39.6261,-32.577614,-4.181623,2.5099662990638136,-21.872051,-21.827377052088888,25.726816177368164,83.80599975585938,97.41028594970703,4.8817169490641765,0.8181170225143433,-37.435459,-15.325146,2.1779650400869484,-26.556959,-26.760389647466667,26.626934051513672,87.44803619384766,77.7193374633789,1.357339193213532,-0.11545278877019882
299,1,0,9f345fd1,38.02,-32.073399,-3.006566,2.6230719700551233,-22.924866,-22.857053650488886,28.853775024414062,94.8227310180664,85.23124694824219,6.274006859277314,1.1193652153015137,-38.691982,-13.587173,2.214505810249416,-26.053616,-26.213093784711113,27.23317527770996,89.12049102783203,75.89230346679688,1.9355322506681905,-0.025040993466973305
300,1,0,1924ceeb,45.2714,-39.448021,-1.033086,2.8430587357091284,-25.184824,-25.117691576888888,33.84526824951172,100.96446990966797,92.43914031982422,13.104284767634741,2.052978992462158,-39.448956,-15.277052,2.1677685946475282,-26.714108,-26.943170617244444,33.944557189941406,86.62065124511719,67.16481018066406,1.3646165636248542,-0.14810866117477417
301,0,1,bbad8fed,34.0426,-27.389465,17.142681,5.477064443237043,-15.927519,-14.881930000355554,30.677093505859375,114.60517883300781,173.575439453125,6.846535884920122,2.27793025970459,-33.735958,6.074105,5.816497442557503,-23.972967,-22.561563863822222,35.92654800415039,109.92179107666016,159.6317138671875,6.403354946086406,2.4155633449554443
302,1,0,4082b192,36.1049,-24.442598,2.851607,3.097379836856661,-14.59235,-14.335396119466667,32.179405212402344,88.1348648071289,86.67153930664062,2.1649814707324797,0.7380311489105225,-36.721455,-7.884023,2.622686364249662,-23.14061,-23.118891789688888,33.04634475708008,84.16341400146484,82.57250213623047,2.9409037861592537,0.6528058052062988
303,0,1,1130ed26,38.7816,-33.294086,-1.269375,2.5598810515287727,-22.509796,-22.61810346648889,27.056217193603516,90.56917572021484,97.868408203125,5.635289029780875,0.6523171067237854,-35.57399,-13.916958,2.1981925630377233,-27.274292,-27.502243211022222,28.312816619873047,85.1540756225586,80.1494140625,1.8106669484325675,0.03686705231666565
304,0,1,8996737e,45.3704,-38.083504,-9.643248,2.40747352576981,-25.738571,-25.821706330133335,34.610897064208984,93.92686462402344,89.51422119140625,2.7940400609979816,0.14932584762573242,-38.08411,-20.179543,2.1371097312076968,-26.359978,-26.6159747872,36.80308151245117,88.98760986328125,69.42430114746094,0.5914454147009116,-0.513607382774353
305,1,0,11581b71,45.4055,-28.951424,-6.873845,2.222994276755741,-18.983896,-19.088866009066667,28.050142288208008,84.64221954345703,87.4098892211914,0.8169832788620859,-0.16465017199516296,-33.387119,-17.824848,2.0863574238669065,-23.845108,-24.032427639999995,30.056289672851562,83.23192596435547,73.24633026123047,0.3733031343373252,-0.414994478225708
306,1,0,46c85664,43.951,-34.294598,-4.700581,2.3754305150347825,-22.25272,-22.23409466311111,29.893505096435547,91.09771728515625,85.16200256347656,2.8237830100894357,0.2268788367509842,-38.222317,-15.387865,2.252143421384776,-28.275908,-28.5220735024,34.591609954833984,97.0555648803711,71.89564514160156,1.2948216731557336,-0.049703482538461685
307,1,0,646f6db3,41.1227,-30.73308,-5.572586,2.4275730481683566,-20.38183,-20.465331323022223,26.934505462646484,79.94613647460938,89.33418273925781,2.0604327344279465,0.2757243514060974,-37.282993,-14.205552,2.174511314214988,-25.799583,-25.80577434844444,27.70148277282715,83.10660552978516,77.90657806396484,1.2307978882896666,-0.21125061810016632
308,1,0,87319e1c,43.2353,-33.594986,-6.453898,2.3311689188812874,-24.297426,-24.497058763377776,27.728940963745117,89.15037536621094,96.89559173583984,3.5771512401969776,0.27148541808128357,-41.198502,-13.521488,2.2967195800891336,-30.568039,-30.65596843253334,34.41408920288086,94.552490234375,80.31552124023438,3.367845150134295,0.20112647116184235
309,1,0,796ebe09,39.9784,-36.319996,7.922984,4.516966732469813,-24.776194,-24.211312380444443,44.31941223144531,116.10482025146484,124.70496368408203,10.308934522786844,2.632645606994629,-35.405052,-6.187661,2.8910970866744363,-26.46184,-26.43962632248889,37.81496810913086,90.56715393066406,91.70535278320312,6.923086252462555,1.4728138446807861
310,0,1,ed06efcc,43.479,-32.207264,6.433211,3.8476295420933626,-21.326073,-21.064392656,31.564672470092773,112.0243148803711,170.2382049560547,11.350028567080004,2.379713773727417,-39.566502,-3.978528,3.466572651254309,-29.109137,-28.956311476444444,32.53459548950195,104.35298156738281,129.3256378173828,10.591639324939752,2.3820414543151855
311,1,0,b75e73e5,34.4721,-35.995968,-2.894574,2.8094887656788274,-24.398846,-24.26292617031111,43.603145599365234,93.61677551269531,85.3815689086914,6.710889564977611,1.214017391204834,-37.938229,-15.740381,2.1963188398623643,-25.893908,-26.02558589013334,44.89696502685547,80.85028839111328,75.91561889648438,0.963859742752279,-0.4299275875091553
312,0,1,4777aa81,41.7568,-28.843431,-4.019298,2.2788845380262184,-17.557814,-17.644307406044444,29.321592330932617,86.23580932617188,84.0543441772461,1.9066676170989743,-0.0014444459229707718,-36.202538,-13.633212,2.1502911897207526,-25.184916,-25.204869000533336,32.37092971801758,87.06205749511719,68.21622467041016,1.3473439641137634,-0.1723385602235794
313,1,0,fa943a88,39.6089,-34.646049,-9.450871,2.4501958054880584,-22.215937,-22.201194141333332,26.645252227783203,83.44275665283203,89.22040557861328,1.9927828982458573,0.3310624063014984,-39.908661,-21.151405,2.1451973102059125,-28.237942,-28.459578178844442,29.258941650390625,84.52013397216797,77.18295288085938,0.6901573175769427,-0.400959849357605
314,1,0,ece8ca94,38.4755,-34.770912,-9.029141,2.521871546170411,-23.339546,-23.354141941511113,32.95473098754883,91.18357849121094,85.72044372558594,1.9554258323190181,0.08320095390081406,-40.031616,-20.78948,2.1211001554220563,-28.364445,-28.679900485155557,36.774803161621094,79.10676574707031,77.24461364746094,0.38216731702011053,-0.3360872268676758
315,1,0,fffe76e4,41.8447,-32.976021,-11.062904,2.328546327607002,-23.657814,-23.715369931555554,26.73107147216797,89.19727325439453,87.936767578125,1.2238775110088005,0.03341182693839073,-38.352131,-18.476269,2.1232973088952947,-28.405638,-28.67103130968889,32.444854736328125,88.1014633178711,70.94666290283203,0.6623891817744916,-0.4044388234615326
316,1,0,41477516,39.9784,-37.395218,-2.628018,2.8678176854951447,-25.354395,-25.301289724266663,39.01425552368164,89.39128875732422,98.53147888183594,9.862973609917693,1.5822361707687378,-38.555328,-15.812075,2.1875286808027528,-27.497955,-27.571505574755555,36.288448333740234,82.90164184570312,75.06968688964844,1.210988272314216,-0.2426845133304596
317,0,1,267dcb11,33.2169,-26.872881,6.18696,2.6413741762925222,-15.947286,-15.960777449066669,25.13279914855957,96.89739227294922,106.64269256591797,5.955767934846122,0.7968278527259827,-35.291824,0.8943329999999999,2.4857836879505575,-24.524239,-24.625033389155558,31.55260467529297,98.77977752685547,87.87051391601562,15.091192082951682,1.7286204099655151
318,1,0,7b489754,40.3904,-28.961617,2.997242,2.783303361750702,-19.013517,-18.94524662471111,27.467344284057617,81.63261413574219,102.8643569946289,9.387898601182549,1.6111667156219482,-36.32032,-8.878506999999999,2.3430150409819896,-25.86166,-25.8732224432,29.132064819335938,90.14102935791016,83.82810974121094,4.024633014818982,0.4506969153881073
319,1,0,52d8851b,39.2166,-36.398006,-4.26007,2.6664560173311656,-23.442087,-23.46043461368889,39.26303482055664,93.68824768066406,90.91607666015625,3.068952013931611,0.5329914689064026,-39.91761,-16.397194,2.162271594174638,-27.522812,-27.614598612800002,34.48460006713867,77.35517883300781,77.88099670410156,1.5683269153332748,-0.17775289714336395
320,1,0,01208f76,42.5682,-36.123005,-5.605866,2.7250919116390606,-22.141212,-22.101643295466666,28.50362205505371,95.72822570800781,102.29041290283203,3.8087867599221523,0.6947622895240784,-38.304543,-16.025269,2.2041911538287158,-28.358635,-28.5879427552,31.142438888549805,89.9540023803711,71.32691955566406,1.4836818165369348,-0.07406564056873322
321,0,1,fa537e8a,38.0165,-24.528257,11.132967,2.7358171472670887,-13.443299,-13.4212178592,33.08489990234375,93.53822326660156,125.24732208251953,9.038269678461639,1.1973403692245483,-34.826694,-12.192336,2.2238510325241685,-24.530617,-24.69489146062222,29.74981689453125,84.44026947021484,82.44084930419922,1.8265584021589474,-0.026318533346056938
322,0,1,89353676,44.4736,-32.773506,8.215734,2.9958832118464174,-22.799471,-22.827011912177777,31.196935653686523,102.75516510009766,119.49520874023438,21.637779831416967,2.776679277420044,-39.490631,-3.7365,2.554670879040904,-28.205727,-28.358591580444443,32.38332748413086,99.48133087158203,97.98817443847656,12.383560381675304,1.368210792541504
323,1,0,70dd04b1,41.128,-28.893259,-0.38767799999999997,2.648680487639369,-19.211672,-19.117240565333333,27.339994430541992,84.9405517578125,93.14228057861328,3.991773074432608,0.8420474529266357,-34.509003,-15.249487,2.1698414721852486,-24.966328,-25.100404381688886,30.565549850463867,81.19463348388672,78.70169830322266,0.766956323478031,-0.15613491833209991
324,0,1,b7724e0b,33.2825,-24.531166,19.794632,4.964370585612321,-13.017546,-12.340284925155556,34.51054763793945,113.13848876953125,231.9190216064453,10.213471236607198,2.6750688552856445,-34.5429,15.442451,5.18666406497524,-23.871862,-23.03228845155555,40.71490478515625,125.0955581665039,191.68890380859375,11.993571922982415,3.016727924346924
325,1,0,c0ce2db6,38.8275,-29.968042,-2.102512,2.2442476028241085,-19.419798,-19.497590346488888,26.830097198486328,86.09819030761719,87.22703552246094,3.830501927032606,0.2551117539405823,-41.56411,-20.274948,2.1290297871197126,-26.002951,-26.24802978826667,27.012495040893555,89.39192962646484,75.90242004394531,0.9081486761839979,-0.49394407868385315
326,1,0,2f349ae8,44.6246,-39.506638,-6.507168,2.6919237260507423,-29.050812,-29.221597493511112,38.150238037109375,101.93733215332031,93.9979019165039,10.442614804396891,1.592860221862793,-39.507084,-23.028868,2.168838220818276,-29.494303,-29.54183650968889,34.50364303588867,95.1505355834961,71.08541870117188,0.42929129498817975,-0.41861897706985474
327,0,1,7830fc71,43.2159,-43.131504,7.032883,3.2506291093857698,-30.563858,-30.480125426844445,50.14580535888672,117.99971008300781,117.95553588867188,29.13701882695061,3.5037384033203125,-43.130005,-12.311879,2.2710138543716103,-30.561922,-30.48493780728889,37.67208480834961,96.89998626708984,78.58403015136719,3.8309101820558293,0.13704344630241394
328,1,0,9915bb7e,37.6894,-26.713871,6.139505,3.7908948928196895,-15.236498,-15.024153659200001,39.54157257080078,105.13349914550781,121.95549011230469,3.6298922964217706,1.1053565740585327,-37.599091,-5.474848,3.1855609484224847,-24.534777,-24.37649773457778,35.011016845703125,89.77674865722656,87.94183349609375,3.760266466519771,1.1192783117294312
329,0,1,0d42919f,43.8395,-39.554054,-10.40748,2.319125261137435,-30.508141,-30.471546558399996,35.04922103881836,99.16378021240234,79.04891204833984,5.553119234921896,0.5082931518554688,-41.13979,-23.990479,2.1629035839497956,-31.035141,-31.094112591111113,35.729347229003906,93.74322509765625,70.93062591552734,0.6737375390959683,-0.5004479885101318
330,1,0,8ea22423,43.2607,-34.343189,-0.572921,2.5783153977001194,-21.54648,-21.55690880142222,25.87905502319336,92.49340057373047,97.77230834960938,4.998843008790542,0.526629626750946,-39.611145,-15.436972,2.3240676372156517,-29.59663,-29.58662311751111,34.84091567993164,99.53627014160156,78.60392761230469,1.8780575402414756,-0.07245032489299774
331,1,0,85353f2c,43.946,-35.115139,-7.087255,2.6138791245779194,-23.990019,-24.008260329066673,26.122591018676758,86.0685806274414,90.53907012939453,4.931281501666928,0.9324393272399902,-41.137512,-15.379958,2.3310018994918185,-30.50536,-30.437321732444442,35.331443786621094,93.39131164550781,80.50796508789062,2.439882540009763,0.05349511653184891
332,0,1,f82ef974,43.9252,-37.024982,-4.457533,2.315333867204025,-24.204720000000002,-24.18954354311111,29.569175720214844,90.1446533203125,87.38700866699219,5.990080498768835,0.527649462223053,-39.524952,-16.601526,2.2211720167055318,-29.065191,-28.960849550400003,33.65497589111328,95.43750762939453,76.80143737792969,1.1329064125654584,-0.13938793540000916
333,0,1,74c92938,38.2635,-36.497082,-9.43399,2.2809584422645113,-22.915764,-23.07260950986667,27.543642044067383,88.46024322509766,84.18913269042969,1.4859053482997275,-0.07743651419878006,-36.497841,-20.465948,2.1433680767697454,-26.639414,-26.711854563200003,27.069353103637695,88.45381927490234,78.15605926513672,0.31820069558730113,-0.4218919277191162
334,1,0,e05644fb,42.8397,-31.656952,2.458779,2.550048773075253,-19.617163,-19.634662880533334,36.84754943847656,91.48519134521484,89.01284790039062,7.215036302715156,0.9429264664649963,-38.277039,-17.118521,2.237307365339291,-27.947176,-28.18342649902222,38.18244552612305,80.26234436035156,74.06591033935547,1.093294254159062,-0.09219393134117126
335,1,0,9545edd5,40.7118,-35.344521,-5.134658,2.337470897816945,-25.516493,-25.47890320337778,42.09785461425781,87.51589965820312,86.02104187011719,6.3272186019185614,0.6772477030754089,-36.261551,-19.637922,2.1424398851348148,-25.801104,-25.86175726524444,36.92515563964844,83.89820861816406,77.30435943603516,0.5181906848496718,-0.4704246520996094
336,1,0,0d42590b,34.4878,-23.539768,-0.7047669999999999,2.637739036914243,-13.593421,-13.565261499733333,33.84799575805664,83.05667877197266,86.25750732421875,1.2041275059144523,0.3730393648147583,-33.080303,-13.206009,2.315989491085039,-23.332985,-23.354653005333333,37.74681091308594,79.24607849121094,74.80645751953125,0.8052915720836844,0.07555783540010452
337,0,1,8a64ac2c,38.9999,-25.961344,-0.6637759999999999,2.6142783501253253,-15.858015,-15.893556183111112,23.703630447387695,96.03174591064453,105.47332000732422,2.091468964851887,0.4071129858493805,-36.418701,-9.481956,2.4001361798619527,-25.677309,-25.792506810133336,26.121688842773438,92.4000473022461,85.94125366210938,3.2862596736857563,0.4582619071006775
338,0,1,7b30cb99,35.7829,-27.561436,10.323523,3.1891044251368967,-16.488726,-16.26464019342222,25.669389724731445,91.9657974243164,107.14324188232422,14.672788007762566,2.4639041423797607,-32.340645,0.411058,3.1772557856746566,-23.603659,-23.3804770624,34.29756164550781,95.31707000732422,102.55132293701172,11.957899170817376,2.3382649421691895
339,0,1,5cb21dc1,36.55,-26.235397,11.300372,3.26487764683857,-15.69224,-15.509975771555556,24.965639114379883,116.91395568847656,104.91091918945312,16.199384638519053,2.710130453109741,-33.498501,3.535032,3.169400321336689,-23.736946,-23.545981740800002,25.685218811035156,122.2054443359375,80.97224426269531,22.57419261183009,3.3785157203674316
340,1,0,741dbbfc,39.9796,-28.603462,-2.600929,2.596842565499639,-18.799299,-18.7615694864,33.68795394897461,80.47441864013672,85.16436767578125,4.6208870190279105,0.9342986941337585,-34.623268,-12.589923,2.4474413670497683,-26.201677,-26.206477649955556,33.71685028076172,79.16829681396484,83.15776824951172,2.632224895652209,0.5249108076095581
341,0,1,154e0b2b,40.9805,-27.746407,11.342316,3.5650866539547947,-16.970217,-16.71481757688889,35.225189208984375,111.85781860351562,113.72135925292969,16.035150817319355,2.952349901199341,-35.34948,1.674038,3.4180927711797486,-24.723101,-24.593158931555557,35.875709533691406,109.28135681152344,104.24324798583984,13.903956237244127,2.701542377471924
342,0,1,43637b8a,0.0,-29.828014,1.7895379999999999,2.6054642573104934,-19.724068,-19.73201510702222,29.059772491455078,87.33792877197266,97.01020050048828,6.6874736101003585,0.8874668478965759,-34.266209,-14.338622,2.1787034630399003,-23.596458,-23.813945198933336,34.730918884277344,93.6427993774414,75.45354461669922,0.5375550108197147,-0.22263692319393158
343,0,1,0859ef5e,43.9131,-30.499695,5.291601,3.1825330403015673,-18.456692,-18.5023032112,29.974761962890625,114.25404357910156,126.109375,4.155414759308541,0.5767336487770081,-37.044739,-13.743573,2.3241818378044417,-27.147987,-27.146162006222223,30.328916549682617,92.40435028076172,79.11180114746094,1.2682918608588043,-0.011610393412411213
